tag,name,star,people,author,money,country,year
小说,出埃及记,8.7,1811,里昂·尤里斯,50.0,美,2008
小说,索拉里斯星,8.8,1386,斯坦尼斯拉夫·莱姆,20.0,波,2005
小说,奥丽芙·基特里奇,9.0,969,伊丽莎白·斯特劳特,29.5,美,2011
小说,橘子不是唯一的水果,7.7,10049,珍妮特·温特森,25.0,英,2010
小说,无人生还,8.9,39540,阿加莎・克里斯蒂,19.0,英,2008
小说,象棋的故事,9.0,5695,斯台芬·茨威格,23.0,奥,2007
小说,死缓,8.6,282,路易-费迪南·塞利纳,60.0,法,2016
小说,玻璃球游戏,9.0,2075,赫尔曼·黑塞,31.0,德,2007
小说,芒果街上的小屋,7.8,45224,桑德拉·希斯内罗丝,24.5,美国,2006
文学,万火归一,8.7,3780,胡里奥·科塔萨尔,22.0,阿根廷,2009
文学,自在独行,7.3,4682,贾平凹,39.0,中,2016
文学,毛姆读书随笔,8.6,4911,毛姆,20.0,中,1999
文学,博尔赫斯诗选,8.9,2595,博尔赫斯,19.0,阿根廷,2003
文学,逃亡,8.9,112,布尔加科夫,58.0,苏联,2017
文学,青苔不会消失,8.4,677,袁凌,45.0,中,2017
文学,世上最美的溺水者,8.8,4365,加西亚·马尔克斯,35.0,哥伦比亚,2015
文学,诗的八堂课,8.3,786,江弱水,34.0,中,2017
文学,驻马店伤心故事集,7.6,801,郑在欢,35.0,中,2017
文学,语言与沉默,9.2,518,乔治·斯坦纳,49.0,美,2013
文学,汪曾祺散文,9.2,2240,汪曾祺,21.0,中,2005
文学,没有色彩的多崎作和他的巡礼之年,8.2,23427,村上春树,39.5,日,2013
文学,地球上最后的夜晚,8.3,3516,罗贝托·波拉尼奥,45.0,智利,2013
文学,荒原狼,9.0,4909,赫尔曼·黑塞,13.0,德,2008
文学,红拂夜奔,8.6,16106,王小波,28.0,中,2005
文学,呼啸山庄,8.4,61218,勃朗特、张玲、张扬,27.3,英,1999
文学,明镜之书,7.6,431,尤金·欧·切洛维茨,42.8,罗,2017
小说,软件体的生命周期,8.7,1837,特德·姜,35.0,美,2015
小说,大教堂,8.5,8901,雷蒙德·卡佛,25.0,美,2009
小说,无根之木,8.0,166,娜奥米·诺维克,38.0,美,2017
小说,长夜难明,8.6,8830,紫金陈,42.0,中,2017
诗歌,此时此地,8.9,128,萧开愚,49.0,中,2008
散文,借我一生,7.5,9144,余秋雨,42.0,中,2004
散文,回望,8.3,1074,金宇澄,49.0,中,2017
散文,知堂谈吃,8.0,384,周作人,16.0,中,2005
散文,史铁生散文,9.1,973,史铁生,21.0,中,2007
散文,好好地吃一朵西蓝花,7.1,390,乔迦,39.8,中,2016
散文,人情·世故,7.6,3556,林夕,29.0,中,2010
散文,路上有惊慌,7.9,3047,饭饭,25.0,中,2008
散文,守望的距离,9.4,33,周国平,39.8,中,2017
散文,关山夺路,9.2,1091,王鼎钧,36.0,中,2013
散文,人生道路诸阶段,9.4,39,索伦·克尔凯郭尔(SorenAabyeKierkegaard),105.0,丹麦,2017
散文,欲爱书,7.5,1287,蒋勋,32.0,中,2012
散文,侏儒的话,8.9,662,芥川龙之介,16.6,日,2002
散文,女儿红,8.6,2381,简媜,18.0,中,2011
散文,知味,7.5,192,张逸良,38.0,中,2017
散文,北岛作品精选,8.6,561,北岛,26.0,中,2011
散文,今朝风日好,8.2,3308,董桥,39.0,中,2008
诗歌,理所当然,8.9,99,奥德修斯·埃利蒂斯,18.0,希腊,2008
诗歌,金子美铃物语,8.4,128,金子美铃著、(日,68.0,日,2012
诗歌,塔杜施先生,7.6,22,亚当·密茨凯维奇,29.2,波,1998
诗歌,我也很少与自己来往,7.8,23,俞心樵,59.0,中,2017
诗歌,汪国真经典诗文,8.1,804,汪国真,28.0,中,2010
诗歌,席慕蓉经典作品,8.7,1883,席慕蓉,22.8,中,2004
诗歌,致一百年以后的你,7.1,661,玛丽娜·茨维塔耶娃,28.0,俄,2012
诗歌,我已沉默那么多沉重的岁月,6.8,16,阿赫玛托娃,39.8,俄,2017
诗歌,荷尔德林后期诗歌（上中下）,8.7,129,荷尔德林（F.Hölderlin）著、刘皓明译著,158.0,德,2009
诗歌,致后代：布莱希特诗选,9.1,27,贝托尔特·布莱希特,59.0,德,2018
诗歌,洛夫诗全集（上下）,8.6,139,洛夫,120.0,中,2013
诗歌,想象你是一颗飞翔的种子,7.8,607,小野洋子,39.5,美,2015
诗歌,我的心略大于整个宇宙,5.6,859,费尔南多·佩索阿,39.0,葡萄牙,2013
诗歌,王道士的孤独之心俱乐部,8.6,263,王敖,42.0,中,2013
诗歌,浪游者,8.3,158,荷尔德林,38.0,德,2014
小说,京华烟云,8.5,23613,林语堂,43.0,中,2005
文学,被禁锢的头脑,8.8,1023,切斯瓦夫·米沃什,35.0,波兰,2013
小说,老人与海,8.3,59697,海明威,8.2,中,1999
小说,屠夫十字镇,8.4,1324,约翰·威廉斯,49.0,美,2016
小说,五号屠场,8.7,1125,库尔特·冯内古特,19.8,美,2008
小说,冰与火之歌,9.5,2697,乔治·R.R.马丁,330.0,美,2013
小说,寻欢作乐,8.4,5330,威廉·萨默塞特·毛姆,29.8,英,2013
小说,我不知道该如何像正常人那样生活,7.4,1289,徐晚晴,29.0,中,2016
小说,维罗妮卡决定去死,8.2,7665,保罗·柯艾略,22.0,巴西,2010
小说,纯真博物馆,8.0,6752,奥尔罕·帕慕克,36.0,土耳其,2010
小说,在路上,7.8,39819,杰克·凯鲁亚克,28.0,美,2006
小说,夏洛克是我的名字,7.9,149,霍华德·雅各布森,49.8,英,2017
小说,奇风岁月,8.8,4152,罗伯特·麦卡蒙,36.0,美国,2011
小说,草原动物园,7.6,1585,马伯庸,48.0,中,2017
小说,精神病患,8.1,865,威廉·彼得·布拉蒂,56.0,美,2016
小说,麦琪的礼物,8.6,31159,欧·亨利,25.0,美,2003
小说,一个人的好天气,7.6,74547,青山七惠,15.0,日,2007
小说,河流之声,8.6,191,乔莫·卡夫雷,88.0,西班牙,2017
小说,摩天楼,7.9,182,J.G.巴拉德,45.0,英,2017
小说,精神科的故事：在游泳池,7.5,2939,奥田英朗,35.0,日,2016
文学,大师和玛格丽特,9.0,2869,布尔加科夫,21.0,俄,2004
文学,望春风,8.2,2860,格非,48.0,中,2016
文学,鲁迅全集（2005最新修订版）,9.4,3500,鲁迅,990.0,中,2005
文学,给青年诗人的信,9.1,3317,莱内·马利亚·里尔克,15.0,奥,2005
文学,蝇王,8.3,6745,威廉·戈尔丁,13.0,英,2006
文学,老人与海,8.3,59726,海明威,8.2,中,1999
文学,纳尔齐斯与歌尔德蒙,9.2,2794,赫尔曼·黑塞,23.0,德,2007
文学,没有个性的人,8.9,508,罗伯特·穆齐尔,60.0,奥地利,2001
文学,约翰·克利斯朵夫,8.7,9432,罗曼·罗兰,74.0,法,1957
文学,现实与欲望,9.1,539,路易斯·塞尔努达,58.0,西班牙,2016
文学,香水,8.5,28453,帕·聚斯金德,20.0,德,2005
文学,蒙着眼睛的旅行者,8.1,817,朱岳,36.0,中,2016
文学,狼图腾,8.3,82823,姜戎,32.0,中,2004
文学,木麻黄树,8.6,2269,毛姆,30.0,英,2012
文学,渴望风流,8.6,278,欧文·斯通,58.0,美,2017
文学,喧哗与骚动,8.8,3381,威廉﹒福克纳,25.0,美,2004
散文,午夜之门,8.4,3142,北岛,22.0,中,2009
散文,自心清净，能断烦恼,8.6,136,林清玄,39.8,中,2017
散文,告诉我，你怎样去生活,8.5,1027,阿加莎·克里斯蒂,20.0,英,2010
散文,带着鲑鱼去旅行,7.8,2421,安伯托・艾柯,18.0,意大利,2004
散文,在宇宙间不易被风吹散,7.3,2458,冯唐,45.0,中,2016
散文,足球往事,8.5,875,爱德华多•加莱亚诺,28.0,乌拉圭,2010
散文,塞万提斯的未婚妻,8.2,257,阿左林,28.0,西班牙,2013
散文,梁实秋散文,8.8,1144,梁实秋,21.0,中,2005
散文,大自然的日历,8.9,267,米·普里什文,30.0,俄,2005
散文,纽约琐记（修订版）,8.3,5640,陈丹青,48.0,中,2007
散文,花未眠,8.5,656,川端康成,15.8,日,2002
散文,文化不是味精,8.6,407,阿城,68.0,中,2016
散文,穆齐尔散文,8.5,159,穆齐尔、张荣昌（编选,25.0,奥,2008
散文,老饕漫笔,8.1,1596,赵珩,15.5,中,2001
诗歌,请你种下这本诗集,9.1,142,理查德·布劳提根,0.0,美,2017
散文,周国平人生哲思录,8.6,3256,周国平,28.0,中,2005
散文,羊道·前山夏牧场,9.1,1779,李娟,26.0,中,2012
散文,橄榄成渣,7.8,847,高军,35.0,中,2014
散文,采葑小集,8.0,103,群山,39.0,中,2016
诗歌,未来是一只灰色海鸥,7.7,289,西尔维娅·普拉斯,58.0,美,2013
诗歌,沃伦诗选,8.4,186,罗伯特·潘·沃伦,14.0,美,2003
诗歌,噪音使整个世界静默,8.1,60,耶胡达·阿米亥,96.0,以色列,2016
诗歌,吃火,8.0,82,玛格丽特·阿特伍德,58.0,加,2015
诗歌,杜甫诗歌讲演录,9.1,364,莫砺锋,32.0,中,2007
诗歌,天真与经验之歌,7.7,257,威廉·布莱克,78.0,英,2012
诗歌,来自巴勒斯坦的情人,7.7,60,马哈茂德·达尔维什,42.0,巴勒斯坦,2017
诗歌,李太白全集（全三册）,9.6,421,王琦注、李长路点校、趙威点校,148.0,中,1977
诗歌,伪所罗门书,8.0,754,木心,29.0,中,2008
诗歌,里尔克《杜伊诺哀歌》述评,7.4,38,里尔克、刘皓明,68.0,奥,2017
诗歌,二十夜和一天,7.0,22,萧开愚,38.0,中,2017
诗歌,序曲,8.9,20,徐钺,25.0,中,2016
诗歌,阿赫玛托娃诗全集（第二卷）,8.1,37,阿赫玛托娃,66.0,俄,2017
小说,遍地风流,8.9,1219,阿城,12.0,中,1998
小说,且听风吟,7.8,44495,村上春树,11.8,日,2001
小说,天龙八部,9.1,59993,金庸,96.0,中,1994
小说,我的名字叫红,7.9,22617,奥尔罕·帕慕克,29.0,土耳其,2006
小说,虚构集,9.2,2481,豪·路·博尔赫斯,20.0,阿根廷,2008
小说,恶童日记,8.6,12382,雅歌塔·克里斯多夫,22.0,匈牙利,2009
小说,迷宫中的将军,8.7,2228,加西亚·马尔克斯,39.5,哥伦比亚,2014
小说,人·兽·鬼,8.7,8257,钱锺书,10.0,中,2002
小说,快乐,6.9,342,青山七惠,38.0,日,2017
小说,变形记,8.4,23247,卡夫卡,16.0,奥,2003
小说,鼠疫,8.5,5532,阿尔贝·加缪,20.0,法,2003
小说,约翰·克利斯朵夫,8.7,9431,罗曼·罗兰,74.0,法,1957
小说,乌克兰拖拉机简史,7.6,4891,玛琳娜·柳薇卡,32.0,英,2011
小说,意外的旅客,8.1,75,安·泰勒,49.5,美,2017
小说,倒悬的地平线,7.9,791,马克·李维,42.0,法,2017
小说,二代目归来,8.2,578,森见登美彦,45.0,日,2017
小说,沧浪之水,8.5,10987,阎真,26.0,中,2001
小说,不存在的骑士,8.8,5434,伊塔洛·卡尔维诺,22.0,意,2012
散文,祸枣集,8.3,652,缪哲,25.0,中,2011
文学,我这一辈子,8.5,812,老舍,32.0,中,2017
文学,哭泣的骆驼,8.9,31339,三毛,15.8,中,2003
文学,月光落在左手上,8.3,5040,余秀华,29.0,中,2015
文学,1988：我想和这个世界谈谈,7.9,125185,韩寒,25.0,中,2010
文学,小团圆,7.6,42135,张爱玲,28.0,中,2009
文学,烛烬,8.6,2827,马洛伊·山多尔,35.0,匈,2015
文学,美国众神,8.0,7836,尼尔·盖曼,36.0,英,2006
文学,假如岁月足够长,8.3,1584,三浦紫苑,32.0,日,2017
文学,群魔,9.3,757,费·陀思妥耶夫斯基,36.5,俄,2002
文学,二十首情诗与绝望的歌,8.8,6410,聂鲁达,20.0,中,2003
文学,布达佩斯往事,8.1,1051,卡蒂·马顿,59.0,美,2016
文学,苏东坡传,8.5,12035,林语堂,24.8,中,2006
文学,写在人生边上 人生边上的边上 石语,8.9,7347,钱锺书,27.0,中,2002
文学,白痴,8.9,3989,陀思妥耶夫斯基,20.0,俄,2006
文学,金锁记,8.5,31182,张爱玲,13.5,中,2005
文学,呼吸课,7.7,342,安·泰勒,45.0,美,2017
文学,梦中的欢快葬礼和十二个异乡故事,8.7,3124,加西亚·马尔克斯,35.0,哥伦比亚,2015
散文,现在就是最好的时光,8.6,78,林清玄,38.0,中,2016
散文,吃，吃的笑,7.8,2259,殳俏,28.0,中,2009
散文,园圃之乐,8.8,678,赫尔曼·黑塞,21.0,德,2008
散文,寒夜客来,8.0,1010,逯耀东,18.0,中,2005
散文,浮生悠悠,8.5,689,丘彦明,18.0,中,2003
散文,愿你道路漫长,7.8,642,王锋,39.8,中,2016
散文,奶奶的星星,9.1,177,史铁生,13.0,中,2011
散文,那个姐姐教我们的事,8.6,3817,沈奇岚,22.0,中,2009
散文,大地上的事情,8.1,493,苇岸,37.0,中,2014
散文,别样的色彩,8.3,1267,奥尔罕·帕慕克,36.0,土耳其,2011
散文,你是那人间的四月天,7.5,4793,林徽因,24.8,中,2009
散文,有如走路的速度,8.2,3071,是枝裕和,39.5,日,2016
散文,童年与故乡,8.8,1619,古尔布兰生,78.0,挪威,2010
散文,既见君子,8.4,1935,张定浩,29.8,中,2014
散文,一个游荡者的世界,8.0,2154,许知远,36.0,中,2011
诗歌,时代的喧嚣,8.9,140,曼德里施塔姆,11.5,俄,1998
散文,那些男孩教我的事,7.6,18978,蔡康永,28.0,中,2007
诗歌,暴风雨使我安睡,8.8,877,顾城,28.0,中,2011
诗歌,岛屿和远航,8.3,93,保罗·默顿、哈利·克里夫顿、葆拉·弥罕、迈克尔·朗礼,45.0,爱尔兰,2015
诗歌,王维集校注（全四册）,9.5,299,王维撰、陈铁民校注,67.0,中,1997
诗歌,以梦为马：海子经典诗选,8.7,306,海子,39.5,中,2016
诗歌,奥克塔维奥・帕斯诗选,8.7,284,奥克塔维奥・帕斯,21.8,墨,2003
诗歌,密茨凯维奇诗选,7.4,18,亚当·密茨凯维奇、AdamMickiewicz,68.0,波兰,2017
诗歌,这无穷尽的平原的沉寂,7.7,83,魏尔伦,30.0,法,2017
诗歌,徐志摩诗,8.0,1602,徐志摩,20.8,中,1999
诗歌,星星和蒲公英,9.0,110,金子美铃,25.0,日,2012
诗歌,精致的瓮,7.9,232,克林斯·布鲁克斯（CleanthBrooks）,35.0,美,2008
诗歌,致橡树,8.5,763,舒婷,28.0,中,2003
诗歌,戴望舒译诗集,9.0,201,戴望舒,1.3,中,1983
诗歌,卡图卢斯《歌集》拉中对照译注本,9.0,128,卡图卢斯,26.0,古罗马,2008
诗歌,爱伦·坡诗集,8.3,213,爱伦·坡,32.0,美,2012
诗歌,我的心只悲伤七次,8.3,1297,纪伯伦,32.8,中,2012
诗歌,独自流浪在沉默的边缘,5.9,23,鲁伯特·布鲁克（RupertBrooke）,39.8,英,2017
小说,克罗诺皮奥与法玛的故事,8.8,2369,胡里奥·科塔萨尔,25.0,阿根廷,2012
文学,我偏爱那些不切实际的浪漫,7.7,137,银谷,38.0,中,2017
小说,思家小馆的晚餐,7.7,483,安·泰勒,39.5,美,2016
小说,克苏鲁神话,7.7,2867,H.P.洛夫克拉夫特,68.0,美,2016
小说,罗生门,8.7,16564,芥川龙之介,12.0,日,2008
小说,小城,8.1,1176,劳伦斯·布洛克,32.0,美,2010
小说,ZOO,8.6,25681,乙一,20.0,日,2007
小说,如何阅读一本小说,8.0,1696,托马斯·福斯特,39.5,美,2015
小说,漫长的告别,8.1,9299,雷蒙德·钱德勒,25.0,美,2008
小说,猫城记,8.6,2391,老舍,12.0,中,2008
小说,洗澡,8.2,13889,杨绛,16.0,中,2004
小说,少年巴比伦,8.6,6864,路内,22.0,中,2008
小说,汪曾祺小说经典,9.3,1757,汪曾祺,25.0,中,2005
小说,温柔的叹息,7.7,14120,青山七惠,20.0,日,2010
小说,铁皮鼓,8.6,3664,格拉斯,20.0,德,2006
小说,我是个年轻人 我心情不太好,7.5,9483,阿澜·卢,28.8,挪威,2013
小说,嗨，好久不见,8.3,485,顾前,36.0,中,2016
小说,小姨多鹤,8.6,18241,严歌苓,28.0,中,2008
小说,俗世奇人,8.5,7774,冯骥才,18.0,中,2008
小说,九故事,8.5,6046,J.D.塞林格,17.0,美,2007
散文,繁华落尽是孤独,8.9,163,季羡林,42.0,中,2017
文学,芒果街上的小屋,7.8,45228,桑德拉·希斯内罗丝,24.5,美国,2006
文学,一升露水一升花,9.2,83,朱光潜,45.0,中,2017
文学,时间旅行者的妻子,8.1,36082,奥德丽·尼芬格,29.9,美,2007
文学,真的不用读完一本书,6.8,226,亨利·希金斯,35.0,英,2012
文学,平原上的摩西,8.4,3068,双雪涛,39.5,中,2016
文学,地下室手记,9.1,2157,陀思妥耶夫斯基,15.0,俄,2012
文学,阴翳礼赞,8.4,4272,谷崎润一郎,18.0,日,2010
文学,变形记,8.4,23258,卡夫卡,16.0,奥,2003
文学,红与黑,8.2,26975,司汤达,20.0,中,1993
文学,当我谈跑步时我谈些什么,8.1,49614,村上春树,25.0,日,2009
文学,万物既伟大又渺小,9.0,4624,吉米·哈利（JamesHerriot）,32.8,英,2010
文学,过去的痛,8.1,722,梅·萨藤,57.0,美,2016
文学,城门开,8.4,14636,北岛,35.0,中,2010
文学,摇摇晃晃的人间,8.3,2700,余秀华,28.0,中,2015
文学,天鹅绒监狱,8.3,977,米克洛什·哈拉兹蒂,38.0,匈牙利,2015
文学,飞鸟集,8.8,26813,罗宾德拉纳德·泰戈尔,16.8,印,2004
文学,天使望故乡,8.6,606,托马斯·沃尔夫,35.0,美,2009
文学,浮士德,8.6,4906,歌德,18.0,中,2003
文学,万物的签名,8.7,2003,伊丽莎白·吉尔伯特（ElizabethGilbert）,42.0,美,2015
散文,须臾,7.6,23733,落落,24.8,中,2008
散文,伊利亚随笔选,8.6,576,查尔斯·兰姆,29.0,英,2006
散文,人间卧底,8.0,986,马良,38.0,中,2015
散文,一个人的地理,8.4,42,安歌,55.0,中,2017
散文,橙,8.2,28899,安东尼,28.8,中,2010
散文,小英国，大伦敦,7.9,171,恺蒂,45.0,中,2016
散文,老家,7.8,88,刘汀,39.5,中,2017
散文,风流去,8.7,635,鲍鹏山,48.0,中,2009
散文,愿你的道路漫长,7.7,1133,李静睿,29.8,中,2013
散文,剧院里最好的座位,8.0,125,安·帕奇特,42.0,美,2015
散文,左手倒影，右手年华。,6.7,38579,郭敬明,16.0,中,2003
散文,张看（上下）,8.7,2625,张爱玲,46.0,中,2002
散文,一个孤独漫步者的遐想,8.3,2154,卢梭,22.0,法,2007
散文,沉默的大多数,9.1,46514,王小波,27.0,中,1997
散文,饥渴的想象,8.8,54,塞缪尔·约翰逊,47.0,英,2015
散文,野果,8.5,357,亨利·大卫·梭罗,25.0,美,2009
散文,落花生,8.2,189,许地山,32.0,中,2016
诗歌,我悲哀地望着我们这一代人,8.9,21,朵渔,38.0,中,2016
诗歌,北岛集,8.9,30,北岛,502.0,中,2016
诗歌,山河无尽,7.5,74,加里·斯奈德,46.0,美,2016
诗歌,我的青春小鸟：假牙诗集,7.5,134,假牙,42.0,中,2016
诗歌,灵船,8.1,224,D.H.劳伦斯,35.0,英,2013
诗歌,现代诗100首（蓝卷）,8.3,421,蔡天新,18.0,中,2005
诗歌,里尔克集,9.0,301,里尔克,52.0,中,2010
诗歌,塔楼之诗,8.3,753,荷尔德林,15.0,德,2004
诗歌,雪莱诗选,8.6,445,雪莱,1.25,中,1980
诗歌,马雅可夫斯基诗歌精选,9.0,81,马雅可夫斯基著,36.8,苏,2000
诗歌,比利提斯之歌,8.4,397,皮埃尔·路易著、[美,22.0,法,2009
诗歌,除非 朝霞有一天赶上晚霞,8.5,134,茨维塔耶娃,35.0,俄,2016
诗歌,当你老了,7.8,290,W.B.叶芝,35.0,爱尔兰,2016
诗歌,词语破碎之处,8.1,263,格奥尔格,22.0,德,2010
诗歌,异教时辰书,8.9,59,包慧怡,39.0,中,2012
诗歌,来自邻人的光,8.5,96,江汀,29.0,中,2015
随笔,永恒的时光之旅,9.2,1124,星野道夫,79.0,日,2016
随笔,孩子你慢慢来,8.8,31489,龙应台,28.0,中,2009
随笔,明天也是小春日和,8.7,2227,津端英子、[日,39.5,日,2016
随笔,悲伤与理智,8.6,1704,约瑟夫·布罗茨基,58.0,美,2015
随笔,被仰望与被遗忘的,8.2,1604,盖伊·特立斯,65.0,美,2017
随笔,生活，是很好玩的,8.8,1858,汪曾祺,52.0,中,2016
随笔,泛若不系之舟,8.6,5323,傅真,39.8,中,2014
随笔,我的阿勒泰,8.8,13337,李娟,22.0,中,2010
随笔,常识,8.1,36400,梁文道,38.0,中,2009
随笔,此生未完成,8.9,11883,于娟,26.0,中,2011
随笔,我的精神家园,9.1,19332,王小波,18.8,中,1997
随笔,旅行的艺术,8.3,15965,阿兰·德波顿,16.8,英,2004
随笔,冬牧场,9.0,9788,李娟,29.8,中,2012
随笔,我的职业是小说家,8.3,10189,村上春树,45.0,日,2017
随笔,木心作品八种,9.3,1923,木心,160.0,中,2009
随笔,小于一,8.8,1902,约瑟夫·布罗茨基,45.0,美,2014
随笔,素履之往,8.7,6946,木心,18.0,中,2007
随笔,阿勒泰的角落,9.0,7132,李娟,25.0,中,2010
随笔,带一本书去巴黎,8.5,18776,林达,35.0,中,2002
小说,摆渡人,6.2,51933,克莱儿·麦克福尔,36.0,英,2015
文学,儿童法案,8.0,630,伊恩·麦克尤恩,39.0,英,2017
诗歌,曼杰什坦姆诗全集,7.8,193,奥西普·曼杰什坦姆,50.0,俄罗斯,2008
小说,采桑子,9.0,3146,叶广芩,32.0,中,2009
小说,青铜时代,8.7,15350,王小波,29.0,中,1997
小说,人生,8.4,20635,路遥,20.0,中,2009
小说,沙之书,9.0,1880,博尔赫斯,26.0,阿根廷,2015
小说,少数派报告,9.0,1608,菲利普·迪克,32.0,美,2013
小说,佩德罗·巴拉莫,8.9,2113,胡安·鲁尔福,18.0,墨西哥,2007
小说,慈悲,8.1,3294,路内,36.0,中,2016
小说,大裂,7.6,2567,胡迁,35.0,中,2017
小说,半落,7.2,1184,横山秀夫,39.5,日,2017
小说,赴宴之前,8.7,701,毛姆,38.8,英,2017
小说,如何让女人免于心碎,7.3,203,半岛璞,38.0,中,2017
小说,我们,7.9,4109,尤金·扎米亚金,18.0,俄,2005
小说,战争与和平（全四册）,8.7,4939,列夫·托尔斯泰,59.0,俄,1997
小说,偷书贼,8.0,24615,马克斯·苏萨克,25.0,澳,2007
小说,突然，响起一阵敲门声,8.3,1753,埃特加·凯雷特,25.0,以色列,2013
小说,伪装成独白的爱情,8.6,1468,马洛伊·山多尔,48.0,匈,2015
小说,何以笙箫默,7.8,123434,顾漫,15.0,中,2007
小说,卡夫卡小说全集（全三册）,9.0,4752,卡夫卡,60.0,奥,2003
文学,奥丽芙·基特里奇,9.0,970,伊丽莎白·斯特劳特,29.5,美,2011
文学,我的阿勒泰,8.8,13337,李娟,22.0,中,2010
文学,象棋的故事,9.0,5698,斯台芬·茨威格,23.0,奥,2007
文学,死缓,8.6,282,路易-费迪南·塞利纳,60.0,法,2016
文学,玻璃球游戏,9.0,2076,赫尔曼·黑塞,31.0,德,2007
文学,爱与黑暗的故事,8.7,1269,阿摩司·奥兹,35.0,以色列,2007
文学,蒋勋说红楼梦（第一辑）,9.0,4911,蒋勋,35.0,中,2010
文学,莉莉和章鱼,7.2,1649,史蒂文·罗利,42.0,美,2017
文学,夏日启示录,7.7,854,笠井洁,45.0,日,2016
文学,屠夫十字镇,8.4,1326,约翰·威廉斯,49.0,美,2016
文学,白事会,7.7,2060,自然,29.0,中,2016
文学,恶之花,8.6,3153,夏尔·波德莱尔,19.8,法,2002
文学,大教堂,8.5,8903,雷蒙德·卡佛,25.0,美,2009
文学,1Q84 BOOK 2,8.4,53281,村上春树,36.0,日,2010
散文,万物皆有伤心处,7.6,609,王芳芳,29.0,中,2013
散文,朝抵抗力最大的路径走,8.4,15,朱光潜,39.8,中,2017
散文,拥抱逝水年华,8.2,3097,阿兰·德波顿,13.8,英,2004
散文,驼背小人,8.6,772,瓦尔特·本雅明,18.0,德,2003
散文,惜别,7.6,846,止庵,45.0,中,2014
散文,宝贝，宝贝,8.1,3789,周国平,28.0,中,2010
散文,借山而居,7.0,1280,冬子,39.8,中,2015
散文,反与正·婚礼集·夏天集,8.9,494,阿贝尔·加缪,28.0,法,2011
散文,文·堺雅人：憧憬的日子,8.1,1728,堺雅人,30.0,日,2014
散文,关于我父母的一切,7.6,162,南帆,35.0,中,2016
散文,静默有时，倾诉有时,8.0,606,黎戈,28.0,中,2013
散文,兰屿之歌 清泉故事,8.2,278,丁松青,39.5,美,2015
散文,背影,8.6,42,朱自清,39.9,中,2017
诗歌,多多四十年诗选,8.9,123,多多,28.0,中,2013
诗歌,飞鸟集,8.9,1350,泰戈尔,11.9,印度,2010
诗歌,魏尔伦诗选,8.5,41,保罗·魏尔伦,8.8,法,1998
诗歌,海子,9.1,647,海子,19.0,中,2006
诗歌,草叶集选,7.5,41,沃尔特•惠特曼,28.0,美,2013
诗歌,月光的合金,7.8,84,露易丝·格丽克,52.0,美,2016
诗歌,果园,7.8,40,萨迪,26.0,波斯,2007
诗歌,李賀詩歌集注,9.3,221,李贺、[清,1.35,中,1978
诗歌,叶甫盖尼·奥涅金,8.6,1042,普希金,16.0,俄,1985
诗歌,厄瓜多尔,8.4,249,亨利·米肖,38.0,法,2009
诗歌,金子美铃全集（全三卷）,8.3,91,金子美铃,48.0,日,2012
诗歌,晚唐,8.3,340,宇文所安,42.0,美,2011
诗歌,致俄耳甫斯的十四行诗,8.5,72,赖内·马利亚·里尔克,48.0,奥,2015
诗歌,艾米莉·狄金森诗歌与书信选集,8.3,161,艾米莉·狄金森,21.0,美,2010
诗歌,漫游者寄宿所,7.5,411,赫尔曼·黑塞,39.8,德,2013
散文,诗人的迟缓,8.5,451,范晔,28.0,中,2014
散文,八月宁静,7.7,812,陈宁,20.0,中,2008
散文,愿生命从容,7.9,634,周国平,39.8,中,2015
散文,大地上所有的河流,7.5,355,维舟,36.0,中,2014
随笔,不思议图书馆,7.2,732,寺山修司,48.0,日,2017
随笔,观念的水位,8.3,19329,刘瑜,36.0,中,2013
随笔,我的造梦之路,8.6,2182,今敏,42.0,日,2015
随笔,从你的全世界路过,7.1,85565,张嘉佳,39.8,中,2013
随笔,山之四季,7.9,2139,高村光太郎,32.0,日,2017
随笔,岁朝清供,9.2,3150,汪曾祺,25.0,中,2010
随笔,何为良好生活,8.7,1048,陈嘉映,39.0,中,2015
随笔,旅行与读书,7.8,2912,詹宏志,49.0,中,2016
随笔,退步集,8.1,19267,陈丹青,38.0,中,2005
随笔,阴翳礼赞,8.4,4272,谷崎润一郎,18.0,日,2010
随笔,我已与一万亿株白桦相逢,8.2,1690,胡成,68.0,中,2015
随笔,有如走路的速度,8.2,3071,是枝裕和,39.5,日,2016
随笔,我与地坛,9.0,19225,史铁生,25.0,中,2002
随笔,毛姆读书随笔,8.6,4911,毛姆,20.0,中,1999
随笔,绿,7.6,2240,安东尼,36.8,中,2017
随笔,寻找家园,9.3,4057,高尔泰,20.0,中,2004
随笔,叔本华思想随笔,9.1,2058,亚瑟·叔本华,25.0,德,2005
随笔,历史深处的忧虑,9.0,29034,林达,19.0,中,1997
小说,角儿,8.7,878,严歌苓,39.8,中,2017
文学,如何阅读一本小说,8.0,1696,托马斯·福斯特,39.5,美,2015
散文,山河岁月,7.7,2196,胡兰成,22.0,中,2006
小说,三体,8.8,177623,刘慈欣,23.0,中,2008
小说,梦中的欢快葬礼和十二个异乡故事,8.7,3123,加西亚·马尔克斯,35.0,哥伦比亚,2015
小说,困扰种种,7.8,393,莉迪亚·戴维斯,48.0,美,2016
小说,我们在此相遇,8.5,1954,约翰·伯格,24.0,英,2009
